DATE,TYPE,SOFTSWITCHNAME,GW,ROUTENAME,ROUTETYPE,DESC,DPC,CIRCUITINSTALLED,CIRCUITAVAILABLE,CICLOADSHARE,SEIZURE,ANSWER,ASR,PEAKERL,AVERAGEPEAKERL,PEAKTIME,BIDS,LOSTBIDS,CONGESTTION,DURALSEIZE
07/08/2015,OG,Ernakulam_SS,Ernakulam_MSG9000_2,IDEA NOIDA(NLDo-NLDo),National,30253-IDEA NOIDA(NLDo-NLDo),3_177_0,589,589,0.000%,0,0,0.000%,0.000,0.000,00:00-01:00,0,0,0.000%,0
07/08/2015,BW,Ernakulam_SS,Ernakulam_MSG9000_2,IDEA NOIDA(NLDo-NLDo),National,30253-IDEA NOIDA(NLDo-NLDo),3_177_0,589,589,11.036%,40753,16221,39.803%,189.514,0.322,20:00-21:00,0,0,0.000%,0
07/08/2015,IC,Ernakulam_SS,Ernakulam_MSG9000_2,IDEA NOIDA (NLDo-NLDo),National,30252-IDEA NOIDA (NLDo-NLDo),3_177_0,1364,1364,11.070%,94679,37551,39.661%,417.440,0.306,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Ernakulam_SS,Ernakulam_MSG9000_2,IDEA NOIDA (NLDo-NLDo),National,30252-IDEA NOIDA (NLDo-NLDo),3_177_0,1364,1364,0.000%,0,0,0.000%,0.000,0.000,00:00-01:00,0,0,0.000%,0
07/08/2015,BW,Ernakulam_SS,Ernakulam_MSG9000_2,IDEA NOIDA (NLDo-NLDo),National,30252-IDEA NOIDA (NLDo-NLDo),3_177_0,1364,1364,11.070%,94679,37551,39.661%,417.440,0.306,20:00-21:00,0,0,0.000%,0
07/08/2015,IC,Ernakulam_SS,Ernakulam_MSG9000_2,BSNL Ernakulam L1 TAX,International,3602-BSNL Ernakulam L1 TAX,4_5_0,1232,1232,2.350%,100486,7195,7.160%,56.077,0.046,19:00-20:00,0,0,0.000%,0
07/08/2015,OG,Ernakulam_SS,Ernakulam_MSG9000_2,BSNL Ernakulam L1 TAX,International,3602-BSNL Ernakulam L1 TAX,4_5_0,1232,1232,0.004%,185,37,20.000%,1.092,0.001,09:00-10:00,186,1,0.538%,0
07/08/2015,BW,Ernakulam_SS,Ernakulam_MSG9000_2,BSNL Ernakulam L1 TAX,International,3602-BSNL Ernakulam L1 TAX,4_5_0,1232,1232,2.354%,100671,7232,7.184%,56.159,0.046,22:00-23:00,186,1,0.538%,0
07/08/2015,IC,Ernakulam_SS,Ernakulam_MSG9000_2,Vodafone Kerala(ILD),International,5801-Vodafone Kerala(ILD),2_159_2,649,649,0.000%,0,0,0.000%,0.000,0.000,00:00-01:00,0,0,0.000%,0
07/08/2015,OG,Ernakulam_SS,Ernakulam_MSG9000_2,Vodafone Kerala(ILD),International,5801-Vodafone Kerala(ILD),2_159_2,649,649,7.704%,20512,11045,53.847%,195.629,0.301,20:00-21:00,21689,1177,5.427%,0
07/08/2015,BW,Ernakulam_SS,Ernakulam_MSG9000_2,Vodafone Kerala(ILD),International,5801-Vodafone Kerala(ILD),2_159_2,649,649,7.704%,20512,11045,53.847%,195.629,0.301,20:00-21:00,21689,1177,5.427%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Videocon Ahmedabad (NLDO-NLDO),National,30306-Videocon Ahmedabad(NLDO-NLDO),3_189_6,186,186,8.065%,15153,4297,28.357%,56.508,0.304,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Videocon Ahmedabad (NLDO-NLDO),National,30306-Videocon Ahmedabad(NLDO-NLDO),3_189_6,186,186,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Videocon Ahmedabad (NLDO-NLDO),National,30306-Videocon Ahmedabad(NLDO-NLDO),3_189_6,186,186,8.065%,15153,4297,28.357%,56.508,0.304,20:00-21:00,0,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,RJIO AHMEDABAD(ILD),International,3444-RJIO AHMEDABAD(ILD),5_149_5,30,30,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,RJIO AHMEDABAD(ILD),International,3444-RJIO AHMEDABAD(ILD),5_149_5,30,30,0.000%,1,0,0.000%,0.000,0.000,20:00-21:00,1,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,RJIO AHMEDABAD(ILD),International,3444-RJIO AHMEDABAD(ILD),5_149_5,30,30,0.000%,1,0,0.000%,0.000,0.000,20:00-21:00,1,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,RJIO AHMEDABAD(NLD),National,20972-RJIO AHMEDABAD(NLD),5_149_5,30,30,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,RJIO AHMEDABAD(NLD),National,20972-RJIO AHMEDABAD(NLD),5_149_5,30,30,0.000%,17,0,0.000%,0.003,0.000,10:00-11:00,17,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,RJIO AHMEDABAD(NLD),National,20972-RJIO AHMEDABAD(NLD),5_149_5,30,30,0.000%,17,0,0.000%,0.003,0.000,10:00-11:00,17,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,TTSL AHMEDABAD(Nldo-Ildo),International,6335-TTSL AHMEDABAD(Nldo-Ildo),4_223_2,465,465,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,TTSL AHMEDABAD(Nldo-Ildo),International,6335-TTSL AHMEDABAD(Nldo-Ildo),4_223_2,465,465,6.452%,15936,5287,33.176%,76.650,0.165,09:00-10:00,15936,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,TTSL AHMEDABAD(Nldo-Ildo),International,6335-TTSL AHMEDABAD(Nldo-Ildo),4_223_2,465,465,6.452%,15936,5287,33.176%,76.650,0.165,09:00-10:00,15936,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Touchtel Bhopal,National, 651-Touchtel Bhopal,1_86_4,61,61,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Touchtel Bhopal,National, 651-Touchtel Bhopal,1_86_4,61,61,4.918%,4077,1387,34.020%,6.585,0.108,14:00-15:00,4077,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Touchtel Bhopal,National, 651-Touchtel Bhopal,1_86_4,61,61,4.918%,4077,1387,34.020%,6.585,0.108,14:00-15:00,4077,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Touchtel Gwalior,National, 653-Touchtel Gwalior,1_84_0,61,61,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Touchtel Gwalior,National, 653-Touchtel Gwalior,1_84_0,61,61,1.639%,1872,618,33.013%,3.326,0.055,12:00-13:00,1872,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Touchtel Gwalior,National, 653-Touchtel Gwalior,1_84_0,61,61,1.639%,1872,618,33.013%,3.326,0.055,12:00-13:00,1872,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Airtel GMSC Bhopal,National, 592-Airtel GMSC Bhopal,2_165_7,215,215,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Airtel GMSC Bhopal,National, 592-Airtel GMSC Bhopal,2_165_7,215,215,1.395%,5499,1119,20.349%,10.435,0.049,15:00-16:00,5499,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Airtel GMSC Bhopal,National, 592-Airtel GMSC Bhopal,2_165_7,215,215,1.395%,5499,1119,20.349%,10.435,0.049,15:00-16:00,5499,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Airtel Jaipur(ILD),International,3280-Airtel Jaipur(ILD),2_194_6,866,865,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Airtel Jaipur(ILD),International,3280-Airtel Jaipur(ILD),2_194_6,866,865,39.306%,170641,67292,39.435%,859.020,0.993,21:00-22:00,209833,39192,18.678%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Airtel Jaipur(ILD),International,3280-Airtel Jaipur(ILD),2_194_6,866,865,39.306%,170641,67292,39.435%,859.020,0.993,21:00-22:00,209833,39192,18.678%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,touchtel Indore,National,656-touchtel Indore,1_81_4,61,61,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,touchtel Indore,National,656-touchtel Indore,1_81_4,61,61,9.836%,7704,3980,51.661%,14.156,0.232,12:00-13:00,7704,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,touchtel Indore,National,656-touchtel Indore,1_81_4,61,61,9.836%,7704,3980,51.661%,14.156,0.232,12:00-13:00,7704,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Reliance Bhopal,National,442- Reliance Bhopal 5409,2_164_1,122,122,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Reliance Bhopal,National,442- Reliance Bhopal 5409,2_164_1,122,122,3.279%,6626,1620,24.449%,11.842,0.097,22:00-23:00,6626,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Reliance Bhopal,National,442- Reliance Bhopal 5409,2_164_1,122,122,3.279%,6626,1620,24.449%,11.842,0.097,22:00-23:00,6626,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Idea Jaipur,National, 20879-Idea Jaipur,2_193_4,959,959,1.037%,21921,5900,26.915%,22.126,0.023,11:00-12:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Idea Jaipur,National, 20879-Idea Jaipur,2_193_4,959,959,0.110%,2318,501,21.613%,8.217,0.009,11:00-12:00,2318,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Idea Jaipur,National, 20879-Idea Jaipur,2_193_4,959,959,1.147%,24239,6401,26.408%,30.343,0.032,11:00-12:00,2318,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Airtel Jaipur MSC,National,589-Airtel Jaipur NGN MSC,2_194_7,1083,1083,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Airtel Jaipur MSC,National,589-Airtel Jaipur NGN MSC,2_194_7,1083,1083,0.277%,3047,1135,37.250%,7.346,0.007,19:00-20:00,3047,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Airtel Jaipur MSC,National,589-Airtel Jaipur NGN MSC,2_194_7,1083,1083,0.277%,3047,1135,37.250%,7.346,0.007,19:00-20:00,3047,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Idea Indore 5413,National,646-Idea Indore 5413,2_164_5,463,462,4.674%,41053,13617,33.169%,43.487,0.094,16:00-17:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Idea Indore 5413,National,646-Idea Indore 5413,2_164_5,463,462,0.954%,8377,914,10.911%,39.627,0.086,08:00-09:00,8377,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Idea Indore 5413,National,646-Idea Indore 5413,2_164_5,463,462,5.628%,49430,14531,29.397%,51.898,0.112,08:00-09:00,8377,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Idea MSC2 Rajkot,National,644-Idea MSC2 Rajkot,2_137_5,215,215,2.326%,7004,2701,38.564%,11.457,0.053,11:00-12:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Idea MSC2 Rajkot,National,644-Idea MSC2 Rajkot,2_137_5,215,215,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Idea MSC2 Rajkot,National,644-Idea MSC2 Rajkot,2_137_5,215,215,2.326%,7004,2701,38.564%,11.457,0.053,11:00-12:00,0,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Idea MSC1 Pune,National,617-Idea MSC1 Pune,4_129_3,123,123,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Idea MSC1 Pune,National,617-Idea MSC1 Pune,4_129_3,123,122,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Idea MSC1 Pune,National,617-Idea MSC1 Pune,4_129_3,123,123,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Vodafone Jaipur,National, 319-Vodafone Jaipur,4_135_4,341,341,0.448%,2726,659,24.175%,2.546,0.007,11:00-12:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Vodafone Jaipur,National, 319-Vodafone Jaipur,4_135_4,341,341,0.139%,846,124,14.657%,1.324,0.004,19:00-20:00,846,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Vodafone Jaipur,National, 319-Vodafone Jaipur,4_135_4,341,341,0.587%,3572,783,21.920%,2.927,0.009,11:00-12:00,846,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Idea MSC Mumbai,National,641-Idea MSC Mumbai,4_127_7,958,955,3.447%,44908,19979,44.489%,69.003,0.072,11:00-12:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Idea MSC Mumbai,National,641-Idea MSC Mumbai,4_127_7,958,955,0.008%,106,13,12.264%,0.351,0.000,11:00-12:00,106,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Idea MSC Mumbai,National,641-Idea MSC Mumbai,4_127_7,958,955,3.455%,45014,19992,44.413%,69.355,0.073,11:00-12:00,106,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Reliance Jaipur,National,435-Reliance Jaipur,2_192_1,278,278,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Reliance Jaipur,National,435-Reliance Jaipur,2_192_1,278,278,0.719%,5695,600,10.536%,4.486,0.016,21:00-22:00,5695,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Reliance Jaipur,National,435-Reliance Jaipur,2_192_1,278,278,0.719%,5695,600,10.536%,4.486,0.016,21:00-22:00,5695,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,MTNL Ghatkopar(ILD),International,4201-MTNL Ghatkopar(ILD),1_1_3,341,341,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,MTNL Ghatkopar(ILD),International,4201-MTNL Ghatkopar(ILD),1_1_3,341,341,16.716%,12261,7795,63.576%,148.249,0.435,21:00-22:00,12609,348,2.760%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,MTNL Ghatkopar(ILD),International,4201-MTNL Ghatkopar(ILD),1_1_3,341,341,16.716%,12261,7795,63.576%,148.249,0.435,21:00-22:00,12609,348,2.760%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Idea Bhopal,National,642-Idea Bhopal,2_163_2,587,587,0.480%,8173,1956,23.932%,4.980,0.008,11:00-12:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Idea Bhopal,National,642-Idea Bhopal,2_163_2,587,587,0.713%,12144,1142,9.404%,40.892,0.070,08:00-09:00,12144,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Idea Bhopal,National,642-Idea Bhopal,2_163_2,587,587,1.193%,20317,3098,15.248%,43.090,0.073,08:00-09:00,12144,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,MTNL Ghatkopar,National, 850-MTNL Mumbai,1_1_3,215,202,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,MTNL Ghatkopar,National, 850-MTNL Mumbai,1_1_3,215,202,35.644%,59524,31328,52.631%,170.535,0.844,12:00-13:00,61146,1622,2.653%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,MTNL Ghatkopar,National, 850-MTNL Mumbai,1_1_3,215,202,35.644%,59524,31328,52.631%,170.535,0.844,12:00-13:00,61146,1622,2.653%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Reliance Ahmdabad ,National,401-Reliance Ahmdabad,2_133_6,60,60,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Reliance Ahmdabad ,National,401-Reliance Ahmdabad,2_133_6,60,60,3.333%,2152,478,22.212%,6.256,0.104,20:00-21:00,2152,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Reliance Ahmdabad ,National,401-Reliance Ahmdabad,2_133_6,60,60,3.333%,2152,478,22.212%,6.256,0.104,20:00-21:00,2152,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Relience GMSC AHM,National,430-Relience GMSC AHM,2_138_1,278,278,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Relience GMSC AHM,National,430-Relience GMSC AHM,2_138_1,278,278,2.518%,9776,2847,29.122%,32.305,0.116,20:00-21:00,9776,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Relience GMSC AHM,National,430-Relience GMSC AHM,2_138_1,278,278,2.518%,9776,2847,29.122%,32.305,0.116,20:00-21:00,9776,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Idea GandhiNgr MSC3,National,635-Idea GandhiNgr MSC3,4_131_5,959,957,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Idea GandhiNgr MSC3,National,635-Idea GandhiNgr MSC3,4_131_5,959,957,0.209%,4264,630,14.775%,13.592,0.014,07:00-08:00,4264,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Idea GandhiNgr MSC3,National,635-Idea GandhiNgr MSC3,4_131_5,959,957,0.209%,4264,630,14.775%,13.592,0.014,07:00-08:00,4264,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Idea Rajkot MSC2,National,636-Idea Rajkot MSC2,4_131_4,617,617,0.296%,3656,1165,31.865%,6.443,0.010,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Idea Rajkot MSC2,National,636-Idea Rajkot MSC2,4_131_4,617,617,0.190%,2354,300,12.744%,6.998,0.011,07:00-08:00,2354,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Idea Rajkot MSC2,National,636-Idea Rajkot MSC2,4_131_4,617,617,0.486%,6010,1465,24.376%,7.586,0.012,07:00-08:00,2354,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,Vodafone Gandhinagar,National, 384-Vodafone Gandhinagar,2_138_7,152,152,1.315%,5217,630,12.076%,7.634,0.050,08:00-09:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,Vodafone Gandhinagar,National, 384-Vodafone Gandhinagar,2_138_7,152,152,0.001%,2,0,0.000%,0.001,0.000,16:00-17:00,2,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,Vodafone Gandhinagar,National, 384-Vodafone Gandhinagar,2_138_7,152,152,1.316%,5219,630,12.071%,7.634,0.050,08:00-09:00,2,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Idea Nagpur MSC2,National,638-Idea Nagpur MSC2,4_129_4,215,215,1.021%,2053,536,26.108%,2.537,0.012,13:00-14:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Idea Nagpur MSC2,National,638-Idea Nagpur MSC2,4_129_4,215,215,9.212%,18532,8224,44.377%,54.139,0.252,11:00-12:00,18532,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Idea Nagpur MSC2,National,638-Idea Nagpur MSC2,4_129_4,215,215,10.233%,20585,8760,42.555%,56.472,0.263,11:00-12:00,18532,0,0.000%,1
07/08/2015,IC,Mumbai_SS,MUMBMGW,Rel Mumbai 5480,National,426-Rel Mumbai GMSC 1,2_173_0,557,556,0.022%,178,74,41.573%,1.040,0.002,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Rel Mumbai 5480,National,426-Rel Mumbai GMSC 1,2_173_0,557,556,1.956%,15807,3766,23.825%,30.410,0.055,12:00-13:00,15807,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Rel Mumbai 5480,National,426-Rel Mumbai GMSC 1,2_173_0,557,556,1.978%,15985,3840,24.023%,30.620,0.055,12:00-13:00,15807,0,0.000%,10
07/08/2015,IC,Mumbai_SS,MUMBMGW,TTML Kolhapur,National,210-TTML Kolhapur,2_177_1,61,61,0.000%,22,8,36.364%,0.464,0.008,12:00-13:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,TTML Kolhapur,National,210-TTML Kolhapur,2_177_1,61,61,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,TTML Kolhapur,National,210-TTML Kolhapur,2_177_1,61,61,0.000%,22,8,36.364%,0.464,0.008,12:00-13:00,0,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,AIRTEL MUMBAI,National,565-Airtel Mumbai,4_224_7,433,432,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,AIRTEL MUMBAI,National,565-Airtel Mumbai,4_224_7,433,432,0.463%,4210,983,23.349%,15.642,0.036,11:00-12:00,4210,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,AIRTEL MUMBAI,National,565-Airtel Mumbai,4_224_7,433,432,0.463%,4210,983,23.349%,15.642,0.036,11:00-12:00,4210,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Aircel Mumbai ILDO-NLDO,International,3003-Aircel Mumbai ILDO-NLDO,3_180_7,1302,1302,0.077%,2304,1422,61.719%,199.577,0.153,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Aircel Mumbai ILDO-NLDO,International,3003-Aircel Mumbai ILDO-NLDO,3_180_7,1302,1302,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Aircel Mumbai ILDO-NLDO,International,3003-Aircel Mumbai ILDO-NLDO,3_180_7,1302,1302,0.077%,2304,1422,61.719%,199.577,0.153,20:00-21:00,0,0,0.000%,0
07/08/2015,IC,Mumbai_SS,AHMDMGW,AIRTEL JODHPUR,National,20583-Airtel Jodhpur,5_62_5,247,247,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,AHMDMGW,AIRTEL JODHPUR,National,20583-Airtel Jodhpur,5_62_5,247,247,0.405%,884,290,32.805%,1.702,0.007,19:00-20:00,884,0,0.000%,0
07/08/2015,BW,Mumbai_SS,AHMDMGW,AIRTEL JODHPUR,National,20583-Airtel Jodhpur,5_62_5,247,247,0.405%,884,290,32.805%,1.702,0.007,19:00-20:00,884,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Vodafone GMSC5 MUMBAI,National,357-Vodafone GMSC 5 MUMBAI,4_126_1,362,362,0.152%,3260,250,7.669%,2.694,0.007,20:00-21:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Vodafone GMSC5 MUMBAI,National,357-Vodafone GMSC 5 MUMBAI,4_126_1,362,362,0.124%,2660,223,8.383%,5.316,0.015,11:00-12:00,2660,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Vodafone GMSC5 MUMBAI,National,357-Vodafone GMSC 5 MUMBAI,4_126_1,362,362,0.276%,5920,473,7.990%,6.185,0.017,11:00-12:00,2660,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,Vodafone Mum(MNP),National,20316-Vodafone Mumbai (MNP Test),4_126_2,2,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,Vodafone Mum(MNP),National,20316-Vodafone Mumbai (MNP Test),4_126_2,2,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,Vodafone Mum(MNP),National,20316-Vodafone Mumbai (MNP Test),4_126_2,2,0,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,TTML WIRELINE LUCENT,National,201-TTML WIRELINE LUCENT,1_3_0,60,60,0.000%,15,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,TTML WIRELINE LUCENT,National,201-TTML WIRELINE LUCENT,1_3_0,60,60,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,TTML WIRELINE LUCENT,National,201-TTML WIRELINE LUCENT,1_3_0,60,60,0.000%,15,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,NLD MUMBAI 2,National,782-NLD MUM 2,3_141_3,636,636,0.000%,3,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,NLD MUMBAI 2,National,782-NLD MUM 2,3_141_3,636,636,0.000%,1472,345,23.438%,19.900,0.031,11:00-12:00,1472,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,NLD MUMBAI 2,National,782-NLD MUM 2,3_141_3,636,636,0.000%,1475,345,23.390%,19.900,0.031,11:00-12:00,1472,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,IDEA PUNE MSC-4,National,627-IDEA PUNE MSC-4,4_129_2,866,866,1.039%,10666,3512,32.927%,18.551,0.021,11:00-12:00,0,0,0.000%,0
07/08/2015,OG,Mumbai_SS,MUMBMGW,IDEA PUNE MSC-4,National,627-IDEA PUNE MSC-4,4_129_2,866,865,0.000%,0,0,0.000%,0.000,0.000,21:00-22:00,0,0,0.000%,0
07/08/2015,BW,Mumbai_SS,MUMBMGW,IDEA PUNE MSC-4,National,627-IDEA PUNE MSC-4,4_129_2,866,866,1.039%,10666,3512,32.927%,18.551,0.021,11:00-12:00,0,0,0.000%,0
07/08/2015,IC,Mumbai_SS,MUMBMGW,IDEA PUNE MSC-2,National,628-IDEA PUNE MSC-2,4_128_7,154,154,0.000%,109,50,45.872%,1.264,0.008,12:00-13:00,0,0,0.000%,0
